Machine Name,Machine Type,Column1,Column2,Account Type,Account Category,Account Group,Privileged Domain Group,Pass-the-Hash: Vulnerable,Pass-the-Hash: Hash Found,Causes Vulnerability On # of Machines,Threat Cause,Account Description,Service Account Type,Service Account Description,Compliance Status,Account State,Password Never Expires,Credential Type,Password Length,Password Age,Password Last Set,Last Login Date,Account Expiration Date,OS Version,Details
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,54,18-Oct-2018 12:05:31,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,54,18-Oct-2018 12:05:31,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,25,16-Nov-2018 11:08:12,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,25,16-Nov-2018 11:08:12,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,26,15-Nov-2018 14:36:13,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,26,15-Nov-2018 14:36:13,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,47,25-Oct-2018 09:19:59,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,47,25-Oct-2018 09:19:59,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,7,04-Dec-2018 13:37:52,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,7,04-Dec-2018 13:37:52,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,36,05-Nov-2018 09:10:26,"Never, based on logs",28-Dec-2019 00:00:00,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,36,05-Nov-2018 09:10:26,"Never, based on logs",28-Dec-2019 00:00:00,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,35,05-Nov-2018 21:15:07,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,35,05-Nov-2018 21:15:07,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,28,12-Nov-2018 17:28:22,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,28,12-Nov-2018 17:28:22,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,56,16-Oct-2018 06:48:06,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,56,16-Oct-2018 06:48:06,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,12,29-Nov-2018 11:07:16,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,12,29-Nov-2018 11:07:16,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,13,28-Nov-2018 15:05:39,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,13,28-Nov-2018 15:05:39,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,14,27-Nov-2018 10:20:38,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,14,27-Nov-2018 10:20:38,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,56,16-Oct-2018 10:19:35,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,56,16-Oct-2018 10:19:35,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,36,04-Nov-2018 17:00:55,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,36,04-Nov-2018 17:00:55,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,57,15-Oct-2018 08:06:24,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,57,15-Oct-2018 08:06:24,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,56,16-Oct-2018 07:55:27,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,56,16-Oct-2018 07:55:27,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,8,03-Dec-2018 08:36:52,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,8,03-Dec-2018 08:36:52,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,29,12-Nov-2018 09:04:04,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,29,12-Nov-2018 09:04:04,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,36,05-Nov-2018 10:58:51,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,36,05-Nov-2018 10:58:51,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,20,21-Nov-2018 08:29:57,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,20,21-Nov-2018 08:29:57,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,33,08-Nov-2018 08:47:38,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,33,08-Nov-2018 08:47:38,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,19,22-Nov-2018 08:30:36,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,19,22-Nov-2018 08:30:36,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,Remote Desktop Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,4,06-Dec-2018 17:05:45,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
Server212.bovishomes.local,Server,,,Domain: bovishomes.local,Non-Privileged Personal,ConfigMgr Remote Control Users,N/A,No,No,0,N/A,N/A,N/A,N/A,Compliant,Enabled,No,None,0,4,06-Dec-2018 17:05:45,"Never, based on logs",N/A,Windows Server 2012 R2 Standard,N/A
